일련번호,이름,생년,생월,생일,성별,나이,거주시도,휴대폰,학력,혼인여부,주거형태,직업종류코드,직업종류,월소득액,고객등급코드,월 카드 이용 총 금액,신용카드 일시불 이용금액,신용카드 할부 이용금액 합,총 대출 금액,신용등급,개설 카드 개수
2279,길선화,1965,8,2,남,54,인천광역시,010-9901-3561,박사,사별,자가소유,7,학생,106896385,0,970000,537000,218000,67880000,1,8
2280,기선빈,1959,4,6,여,60,전라북도,010-8993-8375,대졸,비혼,전세,6,주부,12398109,1,1010000,559000,233000,68380000,7,1
2281,춘하라,1983,2,26,여,36,인천광역시,010-7642-7873,중졸,사실혼,월세,3,자영업,48264524,2,81320000,264000,0,52010000,4,2
2282,송소라,1980,10,5,여,39,전라북도,010-6360-9516,초졸,비혼,가족소유,6,주부,165459557,0,79230000,212000,0,50110000,8,7
2283,승유정,2008,12,14,남,11,세종특별자치시,010-9321-0892,중졸,사별,가족소유,6,주부,291149132,0,79790000,185000,0,50390000,10,7
2284,목병헌,1949,10,3,남,70,대전광역시,010-7280-5274,초대졸,비혼,전세,8,무직,98621711,0,80110000,212000,0,50700000,7,7
2285,영경완,1957,10,3,여,62,서울특별시,010-0490-0207,박사,미혼,전세,7,학생,207361987,3,80630000,210000,0,50960000,2,7
2286,요승탁,1997,9,8,여,22,경상남도,010-6032-1211,대졸,이혼,월세,6,주부,1199801,1,81520000,218000,0,51290000,2,6
2287,춘경완,1971,1,17,남,48,서울특별시,010-1759-6381,초대졸,사별,월세,3,자영업,124284452,0,82070000,209000,0,51500000,4,3
2288,간철우,1948,3,7,남,71,부산광역시,010-0999-3072,초대졸,미혼,자가소유,3,자영업,68503121,1,82660000,225000,0,51870000,1,5
2289,영원준,1951,12,19,여,68,부산광역시,010-1599-1739,고졸,미혼,월세,8,무직,89494389,3,83480000,211000,0,52300000,4,9
2290,신준오,1968,1,29,남,51,충청북도,010-9715-6412,석사,사별,전세,6,주부,206177481,2,84100000,221000,0,52630000,4,3
2291,옹용덕,1960,11,11,여,59,대구광역시,010-2762-1741,대졸,재혼,전세,8,무직,1787202,0,84730000,236000,0,52870000,10,8
2292,안슬기,1970,9,7,여,49,서울특별시,010-4142-6226,대졸,재혼,가족소유,8,무직,34440382,0,85410000,229000,0,53180000,9,4
2293,민찬호,1956,7,16,남,63,제주특별자치도,010-6183-3597,초대졸,기혼,자가소유,2,전문직,34454683,0,85870000,227000,0,53160000,6,1
2294,대윤성,1949,1,27,남,70,대전광역시,010-8757-0444,초졸,사별,가족소유,3,자영업,240170348,2,87420000,232000,0,53780000,3,6
2295,편희진,1975,10,2,남,44,제주특별자치도,010-5638-1087,초대졸,기혼,자가소유,8,무직,148169183,2,87700000,199000,0,53950000,3,7
2296,은수철,1958,4,14,남,61,인천광역시,010-4431-6497,대졸,기혼,자가소유,6,주부,269756315,0,88250000,235000,0,54200000,1,6
2297,초치홍,1963,11,23,여,56,광주광역시,010-2330-7220,박사,사별,월세,1,회사원,202825981,0,88700000,228000,0,54470000,3,4
2298,조태형,1964,12,8,여,55,서울특별시,010-0785-1695,초대졸,재혼,가족소유,7,학생,288807308,2,89180000,243000,0,54710000,1,9
2299,애은혜,1945,7,23,남,74,제주특별자치도,010-4901-3692,초대졸,미혼,전세,3,자영업,25147809,0,89530000,229000,0,54980000,4,7
2300,승지완,1953,5,31,남,66,전라남도,010-0195-8275,초대졸,재혼,전세,8,무직,28216305,0,89870000,250000,0,55240000,7,8
2301,두로운,1989,1,5,여,30,서울특별시,010-9021-8964,초대졸,기혼,가족소유,6,주부,262496325,0,90150000,218000,0,55370000,3,7
2302,후채리,1950,3,19,남,69,전라남도,010-1337-2338,초대졸,기혼,가족소유,3,자영업,8760173,0,89880000,244000,0,54790000,6,1
2303,요찬호,1966,3,25,여,53,경상남도,010-1288-8069,중졸,이혼,가족소유,7,학생,30636914,0,90400000,247000,0,55290000,6,5
2304,증경헌,1956,12,20,남,63,충청북도,010-3707-0009,박사,미혼,가족소유,7,학생,2817280,0,90930000,255000,0,55530000,9,1
2305,태아리,1964,2,23,여,55,강원도,010-0128-8541,초대졸,사별,가족소유,3,자영업,552246,0,1060000,589000,232000,82390000,3,3
2306,기영리,1945,6,29,남,74,전라남도,010-0325-6797,중졸,미혼,전세,3,자영업,7333820,0,790000,418000,185000,80460000,2,0
2307,위윤성,1970,1,27,남,49,경상북도,010-9830-9434,중졸,재혼,가족소유,8,무직,13862428,1,740000,400000,160000,80650000,7,1
2308,왕광수,1960,5,1,여,59,광주광역시,010-2395-2704,초졸,비혼,전세,7,학생,108636965,3,850000,464000,185000,81330000,8,5
2309,위상현,1981,11,28,여,38,전라남도,010-5660-0067,중졸,사별,월세,6,주부,25289892,0,820000,447000,181000,81980000,10,1
2310,태기쁨,1967,5,1,남,52,전라남도,010-5780-4945,초졸,이혼,전세,7,학생,17323311,1,880000,483000,191000,82190000,5,2
2311,하희진,1960,7,23,여,59,서울특별시,010-3062-6978,대졸,사실혼,전세,6,주부,34239557,0,860000,473000,183000,82400000,2,8
2312,야병헌,1971,2,24,남,48,제주특별자치도,010-7247-5815,박사,비혼,자가소유,8,무직,58450767,0,860000,464000,198000,83240000,8,6
2313,근종욱,1949,1,23,남,70,충청북도,010-3149-7941,석사,이혼,자가소유,0,NULL,277802464,0,860000,467000,182000,83620000,2,3
2314,초정태,2006,10,6,여,13,광주광역시,010-6130-7807,초졸,비혼,전세,3,자영업,154118249,0,850000,457000,191000,83810000,9,4
2315,난은경,1951,3,18,남,68,전라남도,010-5151-8661,대졸,이혼,전세,1,회사원,10931195,0,900000,493000,203000,84030000,3,8
2316,서신욱,1955,10,10,남,64,충청북도,010-3234-5508,초졸,비혼,가족소유,7,학생,266823538,0,900000,493000,199000,84650000,4,9
2317,갈하람,1959,5,11,여,60,광주광역시,010-8954-7894,초졸,재혼,자가소유,3,자영업,221348491,1,950000,535000,200000,85200000,7,3
2318,단승호,1965,3,8,남,54,부산광역시,010-0818-9035,박사,비혼,전세,3,자영업,175783794,1,910000,508000,201000,85810000,1,3
2319,김효신,1964,5,25,남,55,경기도,010-3665-0232,석사,비혼,가족소유,0,NULL,24758761,0,820000,455000,169000,86340000,3,8
2320,류세현,1954,4,7,남,65,제주특별자치도,010-2688-3299,대졸,미혼,전세,3,자영업,26545647,2,940000,526000,201000,86780000,7,7
2321,탄율성,1946,4,23,여,73,강원도,010-5989-5347,초졸,이혼,월세,8,무직,143318487,0,900000,500000,197000,86810000,1,2
2322,윤미화,1952,11,22,남,67,제주특별자치도,010-9045-8429,중졸,미혼,자가소유,3,자영업,20491850,1,980000,550000,207000,87120000,3,0
2323,포나리,1971,1,7,여,48,서울특별시,010-3892-9472,석사,이혼,전세,0,NULL,19547521,0,940000,524000,198000,87710000,6,7
2324,권대종,1961,3,30,여,58,전라남도,010-7575-7365,대졸,재혼,자가소유,6,주부,296731234,1,970000,535000,214000,88450000,5,0
2325,표윤재,1973,6,8,남,46,강원도,010-3327-4276,박사,재혼,자가소유,6,주부,283657789,1,940000,523000,193000,88690000,1,6
2326,호영철,1946,7,6,여,73,경기도,010-3410-5988,대졸,사별,자가소유,6,주부,17161081,1,980000,543000,213000,88750000,4,4
2327,양미경,1950,12,24,여,69,경기도,010-2089-5566,대졸,미혼,가족소유,7,학생,8271896,1,990000,534000,214000,88910000,7,3
2328,승강현,1981,1,11,남,38,전라북도,010-5373-0154,박사,기혼,월세,3,자영업,143157538,0,1000000,552000,221000,89050000,3,4
2329,김예영,1948,10,31,남,71,강원도,010-2204-0413,초졸,기혼,가족소유,6,주부,75405675,1,1130000,596000,252000,94620000,2,9
2330,채아란,2006,4,21,남,13,경상남도,010-8941-0968,대졸,사별,월세,6,주부,148970246,1,910000,471000,211000,92560000,9,0
2331,군로운,1960,5,28,여,59,경상북도,010-9772-8761,석사,기혼,월세,7,학생,23334605,1,850000,446000,180000,92560000,6,2
2332,천현정,1949,7,28,남,70,서울특별시,010-0691-0103,중졸,미혼,전세,8,무직,254461134,0,970000,510000,209000,92870000,2,3
2333,위원준,1974,11,15,남,45,광주광역시,010-0831-0110,초대졸,미혼,가족소유,6,주부,275192468,0,950000,509000,206000,92990000,6,8
2334,가희관,1979,12,31,남,40,경상북도,010-0252-0731,대졸,미혼,자가소유,8,무직,2969184,0,1000000,535000,213000,93230000,8,8
2335,사승기,1955,8,18,여,64,대전광역시,010-1138-5448,석사,사별,자가소유,0,NULL,106783907,0,980000,529000,205000,93330000,10,3
2336,황수완,1963,6,7,여,56,경기도,010-9493-6028,초대졸,이혼,전세,8,무직,2723513,0,1000000,530000,230000,93780000,5,1
2337,경기석,1942,11,26,여,77,경기도,010-6634-2029,중졸,사실혼,전세,6,주부,239721817,3,990000,536000,211000,94040000,4,9
2338,정명철,1964,3,27,여,55,경상남도,010-3262-0365,대졸,비혼,자가소유,6,주부,99309458,2,1010000,538000,228000,94450000,6,0
2339,천주혁,1947,5,27,남,72,서울특별시,010-7799-2056,초대졸,사실혼,자가소유,6,주부,78983577,0,1030000,545000,236000,94910000,8,4
2340,기준태,1963,6,19,여,56,대구광역시,010-9630-0064,대졸,기혼,전세,6,주부,189695212,2,1000000,537000,222000,95160000,9,7
2341,모신욱,1947,5,22,남,72,인천광역시,010-0702-2610,대졸,사별,전세,6,주부,58710979,1,1030000,563000,224000,95160000,5,1
2342,임윤성,1949,12,24,여,70,서울특별시,010-3357-1278,초졸,사실혼,월세,3,자영업,200743393,0,1010000,553000,228000,95810000,3,4
2343,진원준,1953,4,24,남,66,경상남도,010-6432-4528,초졸,재혼,가족소유,6,주부,26774362,0,920000,501000,193000,96080000,7,1
2344,서수완,1950,5,14,여,69,충청북도,010-3194-2930,대졸,이혼,월세,9,기타,113925687,0,1070000,591000,226000,96210000,5,3
2345,학종수,1978,3,21,남,41,전라남도,010-7800-5723,박사,이혼,가족소유,6,주부,39409745,2,1040000,573000,225000,96350000,6,3
2346,우연성,1968,2,26,남,51,전라북도,010-3738-7191,박사,기혼,자가소유,6,주부,23595394,0,1110000,611000,236000,96420000,8,9
2347,서기석,1969,2,24,여,50,서울특별시,010-6325-8542,박사,사별,자가소유,1,회사원,125296238,0,1070000,596000,220000,96490000,9,7
2348,은신호,1985,2,3,여,34,제주특별자치도,010-1179-6450,석사,기혼,자가소유,8,무직,979031,0,1110000,603000,248000,96730000,9,2
2349,팽세훈,1949,3,29,여,70,강원도,010-6301-3326,박사,사실혼,자가소유,6,주부,169500599,0,1070000,598000,218000,96720000,7,8
2350,도대종,2008,11,18,여,11,경기도,010-6387-4631,초졸,사별,전세,8,무직,256521982,0,1140000,630000,248000,96930000,10,1
2351,문기훈,1967,9,30,여,52,서울특별시,010-7988-4569,초졸,기혼,가족소유,0,NULL,2824991,1,1120000,606000,246000,97060000,1,0
2352,최무현,1946,7,4,여,73,경기도,010-7519-3313,대졸,기혼,가족소유,3,자영업,66177485,0,1120000,614000,248000,97330000,10,0
2353,평민율,1945,3,14,남,74,제주특별자치도,010-3328-8766,석사,재혼,월세,8,무직,140811801,1,970000,495000,220000,64340000,1,4
2354,차선빈,1945,6,9,여,74,강원도,010-2213-7641,대졸,기혼,가족소유,6,주부,12978892,1,780000,389000,181000,61940000,2,2
2355,사동인,1965,9,30,남,54,인천광역시,010-3363-1650,중졸,사별,자가소유,3,자영업,26471170,0,720000,368000,155000,61600000,4,8
2356,애현승,1963,12,16,남,56,경상북도,010-1410-0810,중졸,이혼,가족소유,6,주부,147842287,1,840000,424000,186000,61880000,8,7
2357,천동인,1970,7,5,남,49,전라북도,010-2107-9088,대졸,기혼,자가소유,6,주부,14288291,0,820000,423000,179000,62210000,1,6
2358,기흥민,1952,11,2,남,67,울산광역시,010-1641-9596,초대졸,재혼,가족소유,6,주부,187813544,2,850000,439000,184000,62700000,9,9
2359,상아리,1963,1,31,여,56,세종특별자치시,010-8518-0791,초졸,사실혼,월세,7,학생,94128546,0,840000,435000,178000,62790000,1,8
2360,애정순,1978,3,7,남,41,서울특별시,010-9199-5401,중졸,이혼,전세,0,NULL,281454523,0,830000,423000,188000,63180000,7,0
2361,평영실,1981,11,22,남,38,대전광역시,010-0090-1373,석사,비혼,전세,6,주부,264329527,0,820000,427000,171000,63540000,5,1
2362,좌별빛,1939,11,18,여,80,전라북도,010-0629-1709,석사,사실혼,가족소유,3,자영업,133996648,1,840000,433000,187000,63750000,5,2
2363,전은혜,1954,3,4,여,65,충청북도,010-2950-2190,중졸,사실혼,전세,6,주부,43161516,0,870000,444000,197000,64110000,5,6
2364,담동인,1985,12,28,남,34,제주특별자치도,010-9374-8906,박사,비혼,자가소유,1,회사원,296993859,0,880000,453000,199000,64350000,9,0
2365,담준태,1971,7,18,여,48,대구광역시,010-1491-0935,박사,사실혼,전세,0,NULL,293177327,1,900000,466000,199000,64680000,9,6
2366,필효신,1947,11,11,여,72,경기도,010-2323-0002,석사,사실혼,월세,9,기타,2525868,1,870000,459000,195000,65150000,2,5
2367,인승희,1944,6,24,남,75,서울특별시,010-5997-0367,대졸,미혼,자가소유,7,학생,77846982,0,800000,420000,170000,65280000,3,0
2368,허윤주,1943,4,25,여,76,울산광역시,010-2712-5739,중졸,사별,전세,3,자영업,32718177,2,960000,509000,206000,65680000,2,0
2369,문정심,1960,4,1,남,59,서울특별시,010-4063-7237,대졸,사실혼,가족소유,3,자영업,40828759,0,920000,488000,199000,65950000,2,8
2370,판나리,1977,5,26,여,42,경기도,010-9846-5810,대졸,사실혼,전세,0,NULL,123338481,0,980000,523000,206000,66130000,5,2
2371,종용석,1955,12,4,여,64,전라북도,010-7569-1105,박사,미혼,자가소유,8,무직,215537207,1,940000,508000,195000,66500000,4,2
2372,궉유정,1983,10,16,여,36,서울특별시,010-2094-8720,대졸,미혼,월세,3,자영업,178811380,0,950000,503000,210000,66780000,2,9
2373,용나연,1948,4,26,남,71,충청북도,010-4211-4176,대졸,재혼,월세,0,NULL,102667785,0,930000,504000,187000,66920000,6,0
2374,아월예,1963,6,9,남,56,경상북도,010-8768-3098,석사,이혼,가족소유,7,학생,294524714,0,980000,526000,208000,67220000,10,3
2375,매건호,1966,8,17,여,53,대전광역시,010-0422-2793,대졸,기혼,월세,6,주부,269750867,1,960000,504000,204000,67380000,9,0
2376,맹준혁,1942,6,25,여,77,충청북도,010-2639-7482,대졸,기혼,월세,7,학생,65740322,0,1000000,521000,223000,67750000,9,9
2377,태영철,1949,11,17,여,70,대전광역시,010-5771-5904,대졸,사별,월세,6,주부,27723968,0,920000,476000,192000,69430000,3,3
2378,공의철,1941,11,26,남,78,서울특별시,010-8112-4310,중졸,이혼,자가소유,0,NULL,19919367,3,720000,372000,159000,66200000,1,2
2379,운하라,1953,8,22,남,66,서울특별시,010-5652-8896,박사,사실혼,전세,3,자영업,91473782,0,680000,357000,136000,65990000,1,5
2380,윤은경,1967,2,19,여,52,세종특별자치시,010-5380-6804,고졸,사별,가족소유,2,전문직,73858793,0,760000,392000,158000,66490000,10,3
2381,즙태일,1964,5,1,여,55,경상북도,010-8530-1501,고졸,사별,자가소유,6,주부,297122812,1,750000,396000,149000,66690000,9,9
2382,도혜승,1954,6,30,남,65,제주특별자치도,010-3014-5212,박사,기혼,자가소유,6,주부,28889167,0,780000,412000,155000,67160000,8,3
2383,초찬호,1966,8,29,남,53,경상남도,010-3648-1123,초대졸,이혼,월세,6,주부,55664460,3,770000,413000,150000,67740000,10,7
2384,현승희,1980,3,11,여,39,전라북도,010-6508-5740,석사,재혼,월세,0,NULL,15775553,0,780000,410000,164000,67830000,3,7
2385,간경완,1974,12,10,남,45,전라남도,010-9843-3525,초대졸,미혼,전세,0,NULL,54369672,1,780000,410000,155000,67880000,5,3
2386,편무현,1946,11,19,남,73,전라남도,010-0612-4475,초대졸,사별,전세,3,자영업,129445469,0,770000,407000,158000,68220000,2,9
2387,성미현,1955,1,17,여,64,광주광역시,010-4461-0126,초대졸,사별,자가소유,1,회사원,26440981,0,800000,413000,168000,68560000,6,1
2388,뇌영희,1979,9,18,남,40,경기도,010-4283-5489,중졸,재혼,가족소유,6,주부,30174525,1,790000,413000,167000,68960000,10,6
2389,민정심,1958,7,15,남,61,제주특별자치도,010-3705-6668,박사,사별,자가소유,8,무직,78597718,1,830000,439000,170000,69310000,6,4
2390,천영록,1979,4,4,남,40,서울특별시,010-6703-7096,초대졸,미혼,월세,3,자영업,130211649,0,820000,448000,169000,69860000,7,4
2391,필순호,1947,7,21,여,72,울산광역시,010-1894-9987,초대졸,사별,월세,0,NULL,26763218,0,740000,395000,148000,70260000,3,2
2392,은수완,1953,5,27,여,66,제주특별자치도,010-6410-1075,초대졸,비혼,월세,0,NULL,138648314,2,880000,471000,177000,70270000,2,1
2393,고천희,1961,6,14,여,58,경기도,010-6847-2020,석사,미혼,자가소유,6,주부,38604222,3,850000,457000,168000,70670000,5,5
2394,문인권,1945,10,12,여,74,전라북도,010-3972-6010,대졸,이혼,가족소유,6,주부,104521819,1,900000,485000,175000,70740000,1,2
2395,화민종,1954,4,6,여,65,제주특별자치도,010-3912-2268,초대졸,비혼,월세,4,계열사직원,58187212,0,880000,482000,166000,70910000,1,7
2396,차동인,1964,12,13,남,55,울산광역시,010-6875-2771,중졸,미혼,가족소유,6,주부,116733916,2,890000,477000,181000,70910000,3,5
2397,뇌성혁,1943,12,18,남,76,경상남도,010-4646-7167,석사,사별,자가소유,0,NULL,252509386,0,880000,476000,165000,71060000,1,5
2398,공재연,1966,4,6,여,53,서울특별시,010-3013-4867,초대졸,재혼,가족소유,6,주부,176310523,0,920000,497000,181000,71170000,2,4
2399,편희섭,1958,8,30,여,61,제주특별자치도,010-1781-2860,중졸,재혼,전세,0,NULL,98995779,0,900000,481000,178000,71390000,4,0
2400,소유성,1976,10,5,여,43,대전광역시,010-2491-4281,대졸,재혼,자가소유,6,주부,187671947,3,920000,490000,189000,71940000,10,3
2401,모문량,1968,1,15,여,51,경기도,010-3140-0649,박사,이혼,자가소유,6,주부,208895736,0,890000,466000,180000,79170000,1,3
2402,궁상철,1939,10,3,남,80,서울특별시,010-0752-0583,박사,사별,가족소유,6,주부,9279921,0,660000,349000,139000,75100000,7,1
2403,곽월영,1961,8,6,남,58,경상북도,010-2780-4352,대졸,사실혼,월세,6,주부,22217882,0,630000,343000,120000,75420000,3,8
2404,돈별빛,1955,8,25,여,64,강원도,010-1060-9001,석사,재혼,가족소유,2,전문직,11420159,1,720000,390000,142000,76290000,2,4
2405,낭대경,1970,2,23,여,49,충청북도,010-9284-1866,대졸,비혼,가족소유,6,주부,90606369,0,700000,385000,137000,76440000,7,9
2406,최윤주,1949,4,14,남,70,제주특별자치도,010-8431-7746,초대졸,미혼,월세,1,회사원,28271204,2,740000,401000,142000,76890000,8,3
2407,안나리,1997,8,26,남,22,세종특별자치시,010-8607-8848,초대졸,사실혼,가족소유,0,NULL,210384752,1,730000,398000,139000,77340000,10,9
2408,명순자,1961,10,19,여,58,울산광역시,010-4026-8984,박사,미혼,가족소유,6,주부,251993481,0,750000,399000,155000,77740000,2,8
2409,유리내,1945,3,2,남,74,서울특별시,010-6579-4127,박사,기혼,전세,3,자영업,25710550,0,730000,391000,141000,78040000,7,4
2410,모준혁,1963,5,3,남,56,경기도,010-5927-9606,초대졸,이혼,가족소유,3,자영업,14622437,0,730000,393000,147000,78450000,2,0
2411,도보람,1967,2,14,여,52,서울특별시,010-7524-0488,석사,기혼,월세,3,자영업,11290745,0,750000,395000,155000,78630000,4,9
2412,낭민율,1976,4,22,여,43,대전광역시,010-3578-1833,고졸,사별,전세,2,전문직,7378953,2,760000,399000,152000,79100000,6,9
2413,추태형,1980,7,29,여,39,인천광역시,010-6904-4113,고졸,사별,전세,7,학생,201218986,0,810000,432000,155000,79550000,1,9
2414,위윤설,1973,8,8,여,46,광주광역시,010-3881-5891,고졸,기혼,가족소유,0,NULL,35881715,0,790000,434000,157000,80430000,1,9
2415,평용덕,1961,10,24,남,58,경상북도,010-7885-7980,고졸,이혼,전세,8,무직,27374841,0,710000,385000,138000,81300000,6,9
2416,형보람,1959,11,6,여,60,경기도,010-0667-0758,고졸,비혼,월세,3,자영업,274126918,1,850000,461000,161000,81270000,3,4
2417,김의섭,1952,8,10,여,67,제주특별자치도,010-4491-8133,고졸,비혼,월세,0,NULL,280463279,1,820000,450000,154000,80730000,3,0
2418,금준혁,1968,9,27,남,51,부산광역시,010-5848-2193,고졸,비혼,가족소유,3,자영업,17550393,0,880000,474000,165000,80850000,9,1
2419,학상은,1972,11,25,여,47,대구광역시,010-8393-8081,박사,비혼,전세,8,무직,6687845,0,830000,459000,153000,81070000,4,9
2420,팽제성,1964,3,5,남,55,제주특별자치도,010-7513-0074,대졸,미혼,자가소유,3,자영업,49162707,0,860000,466000,174000,81070000,10,1
2421,미경주,1949,12,22,남,70,전라남도,010-3523-8344,대졸,비혼,자가소유,7,학생,20788229,1,850000,466000,158000,81070000,2,3
2422,영아란,1997,4,28,여,22,경상남도,010-0443-6159,중졸,미혼,전세,6,주부,54987134,0,880000,480000,171000,81330000,6,1
2423,구동인,1956,2,2,여,63,대구광역시,010-1674-7250,초대졸,비혼,전세,3,자영업,75563560,0,870000,469000,167000,81520000,10,8
2424,표무현,1969,9,23,남,50,강원도,010-1956-3244,초졸,사별,전세,0,NULL,224228185,2,910000,488000,178000,81850000,1,7
2425,곡현정,1939,12,11,남,80,전라남도,010-8979-9355,석사,사실혼,자가소유,3,자영업,298898783,0,930000,505000,204000,60350000,1,4
2426,엽연성,1949,1,9,남,70,서울특별시,010-7373-3433,대졸,이혼,전세,0,NULL,75478347,1,690000,376000,155000,56110000,1,3
2427,내현정,1951,8,17,남,68,제주특별자치도,010-8783-1399,박사,비혼,가족소유,6,주부,121107541,1,660000,356000,137000,56140000,8,9
2428,갈효민,1946,2,2,남,73,강원도,010-2753-4138,초졸,미혼,월세,0,NULL,199327601,1,750000,408000,158000,56150000,6,5
2429,진현승,1958,10,31,남,61,서울특별시,010-0197-7629,초졸,비혼,가족소유,0,NULL,271361457,0,720000,396000,154000,56490000,10,4
2430,인근수,1972,1,28,남,47,광주광역시,010-0294-2918,박사,비혼,자가소유,3,자영업,54531626,1,770000,424000,159000,56900000,4,5
2431,증천희,1961,3,30,남,58,전라남도,010-4611-6520,초대졸,사별,월세,0,NULL,5880666,1,750000,415000,155000,57180000,5,6
2432,인상혁,1955,7,19,남,64,제주특별자치도,010-8104-4339,초대졸,미혼,월세,3,자영업,92353773,0,770000,422000,169000,57410000,3,1
2433,표용규,1965,11,30,여,54,경상북도,010-5728-4528,초대졸,이혼,자가소유,1,회사원,19015459,1,750000,419000,156000,57820000,2,3
2434,목원준,1959,11,14,여,60,서울특별시,010-3188-6604,석사,비혼,전세,2,전문직,202744702,1,750000,418000,162000,58340000,10,2
2435,포현택,1967,2,3,남,52,경기도,010-0176-8547,석사,사실혼,가족소유,6,주부,353803,1,780000,421000,172000,58940000,2,3
2436,경수빈,1949,9,29,남,70,부산광역시,010-9835-4986,초졸,재혼,자가소유,8,무직,161545,0,770000,423000,165000,59170000,7,4
2437,이일목,1979,4,4,남,40,인천광역시,010-0625-2270,석사,사별,자가소유,7,학생,19698743,0,840000,460000,176000,59760000,4,0
2438,위효조,1957,10,14,여,62,전라남도,010-4636-5241,박사,비혼,전세,8,무직,10127857,1,810000,460000,173000,60200000,10,8
2439,소재섭,1949,2,22,여,70,전라남도,010-0778-3127,박사,재혼,가족소유,7,학생,172438719,0,730000,410000,150000,60560000,4,7
2440,석상철,1955,4,23,남,64,제주특별자치도,010-3086-5667,초졸,재혼,가족소유,6,주부,1117565,0,860000,486000,175000,60580000,8,1
2441,근민율,1974,8,1,여,45,세종특별자치시,010-3958-5787,대졸,사실혼,가족소유,3,자영업,75632715,0,830000,472000,171000,60570000,9,9
2442,팽종덕,1952,10,24,남,67,전라남도,010-6696-9461,초대졸,사실혼,가족소유,6,주부,247591333,0,880000,494000,179000,60910000,10,5
2443,국민익,1955,3,15,남,64,경상북도,010-6027-2541,초대졸,미혼,월세,6,주부,2675976,0,860000,491000,170000,61190000,10,7
2444,풍주엽,1966,1,12,여,53,강원도,010-7443-5281,중졸,미혼,월세,0,NULL,71426737,0,870000,480000,190000,61560000,5,3
2445,임월예,1967,5,18,여,52,인천광역시,010-6434-6311,대졸,사별,월세,3,자영업,142701646,1,850000,483000,171000,61820000,8,8
2446,호철수,1970,9,1,남,49,서울특별시,010-5570-2363,중졸,이혼,전세,6,주부,264340717,0,890000,498000,186000,62130000,1,9
2447,형수지,1951,1,11,남,68,제주특별자치도,010-4911-6175,박사,이혼,전세,3,자영업,171718604,1,860000,474000,181000,62500000,5,6
2448,점윤주,1961,12,25,남,58,서울특별시,010-1356-9747,초대졸,이혼,가족소유,3,자영업,279646953,0,900000,491000,193000,62740000,4,3
2449,상윤찬,1980,9,27,남,39,강원도,010-3687-2392,중졸,기혼,자가소유,8,무직,178601422,1,810000,410000,175000,54920000,4,1
2450,군종덕,1958,3,4,남,61,전라북도,010-1865-6413,중졸,미혼,전세,3,자영업,27492913,0,600000,305000,133000,50820000,3,7
2451,만문주,1967,2,5,여,52,서울특별시,010-5621-0844,대졸,사실혼,자가소유,3,자영업,147221771,0,560000,288000,117000,50830000,10,8
2452,전애란,1973,1,21,여,46,대전광역시,010-8815-9035,석사,이혼,가족소유,6,주부,73636737,0,650000,327000,140000,51180000,10,2
2453,점윤성,1958,6,17,남,61,강원도,010-9607-9588,석사,기혼,전세,8,무직,142954181,1,640000,326000,133000,51630000,4,9
2454,어영희,1975,10,27,남,44,전라북도,010-3770-5957,초졸,미혼,전세,2,전문직,120137412,0,680000,351000,138000,51970000,3,3
2455,묘아솔,1964,11,17,남,55,제주특별자치도,010-2820-6158,대졸,미혼,자가소유,3,자영업,1626263,0,670000,345000,135000,52160000,1,8
2456,만은설,1952,4,11,남,67,울산광역시,010-3975-9225,석사,재혼,월세,1,회사원,88952782,0,680000,347000,148000,52540000,3,3
2457,서현택,1965,10,23,남,54,전라남도,010-9432-2431,박사,이혼,월세,8,무직,28348253,1,660000,339000,137000,53050000,4,4
2458,선영일,1976,1,15,여,43,경상북도,010-1917-2103,대졸,기혼,자가소유,3,자영업,199711436,0,660000,337000,137000,53320000,7,8
2459,애주혁,1952,8,22,남,67,전라남도,010-5355-4537,박사,사실혼,월세,6,주부,265956436,0,690000,340000,150000,53710000,1,1
2460,은훈규,1946,2,3,남,73,광주광역시,010-9685-9914,초대졸,비혼,자가소유,6,주부,2202640,0,690000,345000,146000,54220000,4,1
2461,계아영,1980,9,14,남,39,제주특별자치도,010-8835-6068,중졸,사별,전세,3,자영업,215471617,3,740000,375000,153000,54420000,8,4
2462,전미현,1950,2,13,남,69,경기도,010-9361-5710,초졸,재혼,월세,0,NULL,13563866,0,710000,372000,153000,55050000,6,6
2463,인명철,1966,3,15,여,53,전라북도,010-9680-2220,박사,비혼,월세,3,자영업,73958865,1,640000,335000,132000,55310000,5,5
2464,승미경,1968,6,9,여,51,전라북도,010-7750-4986,박사,기혼,가족소유,6,주부,83357555,0,770000,395000,160000,55460000,2,5
2465,평대종,1965,11,30,남,54,경기도,010-9889-8504,박사,이혼,가족소유,7,학생,66890915,0,740000,394000,151000,55530000,1,0
2466,추아란,1948,8,29,여,71,울산광역시,010-8960-9034,초졸,기혼,자가소유,1,회사원,148433580,1,800000,414000,158000,55710000,9,7
2467,궁산새,1969,1,2,여,50,울산광역시,010-0415-2127,초졸,미혼,전세,3,자영업,172866113,0,760000,399000,151000,55880000,8,0
2468,지선희,1981,4,26,남,38,서울특별시,010-9109-6194,초대졸,미혼,자가소유,1,회사원,140551949,0,790000,407000,168000,56400000,5,3
2469,누태민,1987,11,1,여,32,제주특별자치도,010-6265-9479,초졸,기혼,월세,3,자영업,54814352,0,780000,409000,148000,56540000,5,4
